DVD_Bluray_Comb,year,date,rank,previous_rank,name,units_this_week,change,total_unites,spending_this_week,total_spending,weeks
Comb,2014,23-Nov,24,-,Captain America: The Winter Soldier,"36,144",-,"2,605,479","$657,648 ","$45,929,559 ",11
dvd,2014,23-Nov,25,14,The Hobbit: The Desolation of Smaug,"23,769",-9%,"1,766,391","$259,557 ","$29,345,447 ",33
Comb,2014,23-Nov,25,-,National Lampoon's Christmas Vacation,"34,531",-,"7,866,356","$489,556 ","$97,296,908 ",888
dvd,2014,23-Nov,26,23,The Wizard of Oz,"23,764",64%,"6,051,744","$119,307 ","$72,246,437 ",922
Comb,2014,23-Nov,26,-,Earth to Echo,"32,674",-,"375,559","$480,912 ","$6,121,831 ",5
dvd,2014,23-Nov,27,21,Earth to Echo,"23,480",59%,"245,913","$297,492 ","$3,594,383 ",5
Comb,2014,23-Nov,27,-,Neighbors,"30,755",-,"1,195,450","$414,666 ","$21,902,873 ",9
dvd,2014,23-Nov,28,28,The Hunger Games: Catching Fire,"23,091",73%,"3,064,580","$325,352 ","$51,034,704 ",38
Comb,2014,23-Nov,28,-,The Hobbit: An Unexpected Journey,"29,958",-,"7,026,302","$349,045 ","$110,668,605 ",88
dvd,2014,23-Nov,29,24,Neighbors,"22,996",59%,"755,296","$321,714 ","$13,027,882 ",9
Comb,2014,23-Nov,29,-,The Hunger Games: Catching Fire,"29,015",-,"5,716,711","$400,231 ","$105,165,224 ",38
dvd,2014,23-Nov,30,18,How to Train Your Dragon,"22,773",24%,"9,012,311","$299,784 ","$134,168,516 ",215
Comb,2014,23-Nov,30,-,Despicable Me 2,"27,010",-,"12,038,670","$367,365 ","$216,196,642 ",50
bluray,2014,30-Nov,1,2,How to Train Your Dragon 2,"426,389",135%,"1,368,373","$7,768,808 ","$26,204,940 ",3
dvd,2014,30-Nov,1,3,How to Train Your Dragon 2,"303,121",23%,"1,183,097","$4,577,127 ","$18,303,935 ",3
Comb,2014,30-Nov,1,-,How to Train Your Dragon 2,"729,510",-,"2,551,470","$12,345,935 ","$44,508,875 ",3
bluray,2014,30-Nov,2,4,Maleficent,"225,543",241%,"1,399,079","$5,643,079 ","$28,357,319 ",4
dvd,2014,30-Nov,2,-,Despicable Me 2,"300,317",1431%,"6,805,348","$2,946,110 ","$109,045,279 ",51
Comb,2014,30-Nov,2,-,The Lego Movie,"473,335",-,"4,343,379","$10,882,218 ","$96,655,188 ",24
bluray,2014,30-Nov,3,-,The Lego Movie,"198,962",1823%,"1,615,867","$7,128,795 ","$56,704,153 ",24
dvd,2014,30-Nov,3,12,Planes: Fire and Rescue,"285,880",470%,"600,902","$4,931,430 ","$9,779,516 ",4
Comb,2014,30-Nov,3,-,Maleficent,"443,924",-,"2,627,183","$9,464,747 ","$47,771,944 ",4
bluray,2014,30-Nov,4,19,Transformers: Age of Extinction,"193,239",1290%,"1,846,478","$2,521,775 ","$31,963,358 ",9
dvd,2014,30-Nov,4,19,The Lego Movie,"274,373",961%,"2,727,512","$3,753,423 ","$39,951,035 ",24
Comb,2014,30-Nov,4,-,The Expendables 3,"396,046",-,"396,046","$6,696,947 ","$6,696,947 ",1
bluray,2014,30-Nov,5,new,The Expendables 3,"153,628",,"153,628","$3,067,950 ","$3,067,950 ",1
dvd,2014,30-Nov,5,new,Tyler Perry's A Madea Christmas,"269,387",,"269,387","$4,038,111 ","$4,038,111 ",1
Comb,2014,30-Nov,5,-,Divergent,"358,036",-,"2,648,821","$5,955,868 ","$45,912,608 ",17
bluray,2014,30-Nov,6,-,The Hunger Games: Catching Fire,"129,516",2086%,"2,781,647","$1,637,078 ","$55,767,598 ",39
dvd,2014,30-Nov,6,-,Rio,"266,137",2699%,"5,239,327","$2,517,656 ","$65,867,972 ",174
Comb,2014,30-Nov,6,-,Planes: Fire and Rescue,"351,830",-,"1,010,470","$6,351,984 ","$17,799,696 ",4
bluray,2014,30-Nov,7,-,Lone Survivor,"111,288",3009%,"1,190,083","$1,125,117 ","$21,160,339 ",26
dvd,2014,30-Nov,7,1,Frozen,"256,434",-45%,"9,458,322","$5,118,423 ","$154,021,393 ",37
Comb,2014,30-Nov,7,-,Despicable Me 2,"341,591",-,"12,380,261","$3,511,983 ","$219,708,625 ",51
bluray,2014,30-Nov,8,-,Divergent,"105,472",1692%,"1,121,899","$2,058,805 ","$21,677,029 ",17
dvd,2014,30-Nov,8,-,Divergent,"252,564",1169%,"1,526,922","$3,897,063 ","$24,235,579 ",17
Comb,2014,30-Nov,8,-,Transformers: Age of Extinction,"333,248",-,"3,237,087","$4,299,889 ","$52,671,591 ",9
bluray,2014,30-Nov,9,-,Lord of the Rings - The Motion Picture Trilogy,"100,869",3714%,"2,976,680","$5,196,738 ","$188,729,169 ",520
dvd,2014,30-Nov,9,new,The Expendables 3,"242,418",,"242,418","$3,628,997 ","$3,628,997 ",1
Comb,2014,30-Nov,9,-,Rio,"317,444",-,"7,059,767","$3,263,665 ","$100,464,182 ",174
bluray,2014,30-Nov,10,-,Gravity,"97,477",2711%,"1,337,560","$1,883,252 ","$27,074,939 ",40
dvd,2014,30-Nov,10,-,42,"229,981",3502%,"1,784,425","$1,099,309 ","$20,860,438 ",72
Comb,2014,30-Nov,10,-,Frozen,"302,493",-,"16,310,539","$6,273,111 ","$297,250,874 ",37
bluray,2014,30-Nov,11,-,Godzilla,"97,127",1483%,"904,642","$1,712,352 ","$18,638,878 ",11
dvd,2014,30-Nov,11,6,Maleficent,"218,381",82%,"1,228,104","$3,821,668 ","$19,414,625 ",4
Comb,2014,30-Nov,11,-,Tyler Perry's A Madea Christmas,"297,725",-,"297,725","$4,604,584 ","$4,604,584 ",1
bluray,2014,30-Nov,12,-,Live Die Repeat: Edge of Tomorrow,"94,424",1932%,"576,663","$1,912,083 ","$12,310,406 ",8
dvd,2014,30-Nov,12,-,Magic Mike,"213,397",8171%,"2,889,751","$1,459,635 ","$34,833,701 ",110
Comb,2014,30-Nov,12,-,The Hunger Games: Catching Fire,"283,129",-,"5,999,840","$3,365,224 ","$108,530,449 ",39
bluray,2014,30-Nov,13,13,Hercules,"88,668",317%,"395,558","$1,152,679 ","$7,053,069 ",4
dvd,2014,30-Nov,13,-,The Wolf of Wall Street,"209,372",3000%,"1,085,040","$2,319,842 ","$15,510,416 ",36
Comb,2014,30-Nov,13,-,Gravity,"280,683",-,"2,826,959","$3,660,350 ","$50,872,063 ",40
bluray,2014,30-Nov,14,-,Rio 2,"80,349",2249%,"1,017,201","$1,625,455 ","$23,789,591 ",20
dvd,2014,30-Nov,14,-,Pitch Perfect,"208,338",958%,"5,072,843","$2,702,706 ","$76,832,596 ",102
Comb,2014,30-Nov,14,-,42,"261,193",-,"2,384,424","$1,434,835 ","$32,471,645 ",72
bluray,2014,30-Nov,15,-,Neighbors,"73,254",844%,"513,408","$877,578 ","$9,752,569 ",10
dvd,2014,30-Nov,15,-,Ice Age: Continental Drift,"186,028",8009%,"2,698,179","$1,000,831 ","$42,619,906 ",103
Comb,2014,30-Nov,15,-,The Wolf of Wall Street,"258,172",-,"1,922,333","$2,922,525 ","$30,415,054 ",36
bluray,2014,30-Nov,16,-,Pacific Rim,"72,887",3537%,"1,856,420","$863,710 ","$30,188,390 ",59
dvd,2014,30-Nov,16,-,Gravity,"183,206",2916%,"1,489,399","$1,777,098 ","$23,797,124 ",40
Comb,2014,30-Nov,16,-,Lone Survivor,"246,810",-,"2,540,215","$2,750,026 ","$42,232,991 ",26
bluray,2014,30-Nov,17,15,X-Men: Days of Future Past,"72,218",322%,"1,107,127","$2,219,966 ","$33,489,128 ",7
dvd,2014,30-Nov,17,28,The Hunger Games: Catching Fire,"153,613",565%,"3,218,193","$1,728,146 ","$52,762,851 ",39
Comb,2014,30-Nov,17,-,Magic Mike,"235,373",-,"3,271,958","$1,787,518 ","$43,110,057 ",110
bluray,2014,30-Nov,18,-,300: Rise of an Empire,"66,512",7528%,"709,340","$1,390,110 ","$15,342,201 ",23
dvd,2014,30-Nov,18,-,The Princess Bride,"149,470",645%,"4,523,478","$580,497 ","$44,471,308 ",750
Comb,2014,30-Nov,18,-,Ice Age: Continental Drift,"233,724",-,"3,718,730","$1,380,490 ","$62,542,635 ",103
bluray,2014,30-Nov,19,-,The Amazing Spider-Man 2,"66,282",1111%,"1,009,322","$1,360,110 ","$24,767,723 ",15
dvd,2014,30-Nov,19,-,Cloudy with a Chance of Meatballs 2,"147,254",3539%,"1,244,780","$1,394,495 ","$20,469,147 ",44
Comb,2014,30-Nov,19,-,Pitch Perfect,"227,884",-,"6,140,490","$3,164,766 ","$107,279,435 ",102
bluray,2014,30-Nov,20,9,Planes: Fire and Rescue,"65,950",157%,"409,568","$1,420,554 ","$8,020,180 ",4
dvd,2014,30-Nov,20,21,X-Men: Days of Future Past,"146,835",483%,"1,076,681","$1,466,882 ","$16,150,776 ",7
Comb,2014,30-Nov,20,-,X-Men: Days of Future Past,"219,053",-,"2,183,808","$3,686,848 ","$49,639,904 ",7
dvd,2014,30-Nov,21,-,Sleeping Beauty,"143,703",798%,"9,315,800","$2,743,736 ","$164,236,851 ",586
Comb,2014,30-Nov,21,-,The Princess Bride,"198,115",-,"4,928,470","$1,473,072 ","$51,685,352 ",750
dvd,2014,30-Nov,22,-,Transformers: Age of Extinction,"140,009",524%,"1,390,609","$1,778,114 ","$20,708,233 ",9
Comb,2014,30-Nov,22,-,Hercules,"196,455",-,"822,276","$3,005,538 ","$13,935,290 ",4
dvd,2014,30-Nov,23,-,Lone Survivor,"135,522",558%,"1,350,132","$1,624,909 ","$21,072,652 ",26
Comb,2014,30-Nov,23,-,Pacific Rim,"186,024",-,"3,193,944","$1,659,063 ","$50,788,700 ",59
dvd,2014,30-Nov,24,16,Mr. Peabody & Sherman,"128,159",237%,"786,419","$1,937,764 ","$11,804,339 ",7
Comb,2014,30-Nov,24,-,Neighbors,"182,156",-,"1,377,606","$1,746,616 ","$23,649,489 ",10
dvd,2014,30-Nov,25,25,The Hobbit: The Desolation of Smaug,"125,812",429%,"1,892,203","$1,059,337 ","$30,404,784 ",34
Comb,2014,30-Nov,25,-,300: Rise of an Empire,"178,461",-,"1,660,911","$3,044,716 ","$31,620,054 ",23
dvd,2014,30-Nov,26,-,Transformers: Revenge of the Fallen,"122,718",3627%,"11,045,365","$886,895 ","$187,671,453 ",267
Comb,2014,30-Nov,26,-,Rio 2,"173,447",-,"2,485,038","$3,400,834 ","$47,347,876 ",20
dvd,2014,30-Nov,27,8,Lets Be Cops,"121,424",41%,"410,729","$1,325,950 ","$5,638,476 ",3
Comb,2014,30-Nov,27,-,The Amazing Spider-Man 2,"156,439",-,"1,993,616","$2,708,859 ","$42,106,536 ",15
dvd,2014,30-Nov,28,-,Despicable Me,"117,100",698%,"13,310,423","$717,823 ","$183,050,669 ",207
Comb,2014,30-Nov,28,-,Cloudy with a Chance of Meatballs 2,"155,993",-,"1,880,668","$1,578,138 ","$34,815,358 ",44
dvd,2014,30-Nov,29,-,Pacific Rim,"113,137",3646%,"1,337,524","$795,353 ","$20,600,310 ",59
Comb,2014,30-Nov,29,-,Sleeping Beauty,"154,991",-,"9,669,386","$2,958,883 ","$171,814,382 ",586
dvd,2014,30-Nov,30,-,The Dark Knight Rises,"112,150",4479%,"6,055,004","$559,628 ","$71,039,128 ",104
Comb,2014,30-Nov,30,-,Mr. Peabody & Sherman,"150,707",-,"1,200,394","$2,300,784 ","$19,600,428 ",7
bluray,2014,7-Dec,1,new,Dawn of the Planet of the Apes,"427,690",,"427,690","$7,783,958 ","$7,783,958 ",1
dvd,2014,7-Dec,1,new,Dawn of the Planet of the Apes,"675,595",,"675,595","$10,127,169 ","$10,127,169 ",1
Comb,2014,7-Dec,1,-,Dawn of the Planet of the Apes,"1,103,285",-,"1,103,285","$17,911,127 ","$17,911,127 ",1
bluray,2014,7-Dec,2,new,Dawn of the Planet of the Apes/Rise of the Planet of the Apes 2-Pack,"102,038",,"102,038","$2,546,875 ","$2,546,875 ",1
dvd,2014,7-Dec,2,7,Frozen,"380,921",49%,"9,839,243","$7,603,183 ","$161,624,576 ",38
Comb,2014,7-Dec,2,-,Frozen,"425,529",-,"16,736,068","$8,807,601 ","$306,058,475 ",38
bluray,2014,7-Dec,3,5,The Expendables 3,"88,147",-43%,"241,775","$1,795,553 ","$4,863,503 ",2
dvd,2014,7-Dec,3,5,Tyler Perry's A Madea Christmas,"217,332",-19%,"486,719","$3,257,807 ","$7,295,918 ",2
Comb,2014,7-Dec,3,-,The Expendables 3,"288,279",-,"684,325","$4,835,558 ","$11,532,506 ",2
bluray,2014,7-Dec,4,1,How to Train Your Dragon 2,"70,500",-83%,"1,438,873","$1,584,144 ","$27,789,084 ",4
dvd,2014,7-Dec,4,9,The Expendables 3,"200,132",-17%,"442,550","$3,040,005 ","$6,669,003 ",2
Comb,2014,7-Dec,4,-,How to Train Your Dragon 2,"266,321",-,"2,817,791","$4,997,304 ","$49,506,179 ",4
bluray,2014,7-Dec,5,2,Maleficent,"59,804",-73%,"1,458,883","$1,505,862 ","$29,863,181 ",5
dvd,2014,7-Dec,5,1,How to Train Your Dragon 2,"195,821",-35%,"1,378,918","$3,413,160 ","$21,717,095 ",4
Comb,2014,7-Dec,5,-,Tyler Perry's A Madea Christmas,"236,133",-,"533,858","$3,633,644 ","$8,238,228 ",2
bluray,2014,7-Dec,6,16,X-Men: Days of Future Past,"53,294",-26%,"1,160,422","$1,636,140 ","$35,125,268 ",8
dvd,2014,7-Dec,6,-,Elf,"177,938",245%,"5,384,141","$1,422,561 ","$43,057,383 ",525
Comb,2014,7-Dec,6,-,Elf,"207,047",-,"6,001,696","$1,684,247 ","$49,455,355 ",525
bluray,2014,7-Dec,7,-,The Hobbit: The Desolation of Smaug,"47,273",168%,"2,106,413","$1,341,596 ","$55,086,860 ",35
dvd,2014,7-Dec,7,-,National Lampoon's Christmas Vacation,"154,759",167%,"7,417,112","$1,235,070 ","$80,626,218 ",890
Comb,2014,7-Dec,7,-,Maleficent,"193,450",-,"2,820,633","$4,208,184 ","$51,980,128 ",5
bluray,2014,7-Dec,8,4,Transformers: Age of Extinction,"45,361",-77%,"1,891,839","$757,979 ","$32,721,337 ",10
dvd,2014,7-Dec,8,11,Maleficent,"133,646",-39%,"1,361,750","$2,702,322 ","$22,116,947 ",5
Comb,2014,7-Dec,8,-,National Lampoon's Christmas Vacation,"181,464",-,"8,114,934","$2,000,968 ","$100,021,576 ",890
bluray,2014,7-Dec,9,24,Frozen,"44,608",-3%,"6,896,825","$1,204,418 ","$144,433,899 ",38
dvd,2014,7-Dec,9,-,The Polar Express,"120,911",46%,"8,627,143","$966,333 ","$91,640,476 ",467
Comb,2014,7-Dec,9,-,The Polar Express,"148,523",-,"9,398,507","$1,495,373 ","$115,007,582 ",467
bluray,2014,7-Dec,10,10,Godzilla,"39,151",-60%,"943,793","$937,269 ","$19,576,147 ",12
dvd,2014,7-Dec,10,-,A Christmas Story,"116,837",129%,"4,106,096","$935,631 ","$45,467,530 ",741
Comb,2014,7-Dec,10,-,22 Jump Street,"137,101",-,"733,271","$2,876,650 ","$14,256,928 ",3
bluray,2014,7-Dec,11,-,22 Jump Street,"38,295",-10%,"273,926","$937,088 ","$5,983,468 ",3
dvd,2014,7-Dec,11,new,The Hundred-Foot Journey,"100,792",,"100,792","$1,807,201 ","$1,807,201 ",1
Comb,2014,7-Dec,11,-,A Christmas Story,"134,565",-,"4,467,673","$1,095,003 ","$50,201,050 ",741
bluray,2014,7-Dec,12,9,Gravity,"37,183",-62%,"1,374,743","$716,895 ","$27,791,834 ",41
dvd,2014,7-Dec,12,-,22 Jump Street,"98,806",-5%,"459,345","$1,939,562 ","$8,273,460 ",3
Comb,2014,7-Dec,12,-,The Hundred-Foot Journey,"130,499",-,"130,499","$2,485,717 ","$2,485,717 ",1
bluray,2014,7-Dec,13,3,The Lego Movie,"34,519",-83%,"1,650,386","$1,082,511 ","$57,786,664 ",25
dvd,2014,7-Dec,13,-,How the Grinch Stole Christmas,"96,779",174%,"1,676,364","$949,402 ","$19,868,690 ",681
Comb,2014,7-Dec,13,-,Despicable Me 2,"117,975",-,"12,498,236","$1,666,817 ","$221,375,442 ",52
bluray,2014,7-Dec,14,19,Planes: Fire and Rescue,"32,457",-51%,"442,026","$810,461 ","$8,830,641 ",5
dvd,2014,7-Dec,14,2,Despicable Me 2,"93,969",-69%,"6,899,317","$1,247,908 ","$110,293,187 ",52
Comb,2014,7-Dec,14,-,The Hobbit: The Desolation of Smaug,"117,001",-,"4,068,344","$2,038,179 ","$86,188,227 ",35
bluray,2014,7-Dec,15,6,The Hunger Games: Catching Fire,"30,640",-76%,"2,812,287","$406,895 ","$56,174,493 ",40
dvd,2014,7-Dec,15,-,The Giver,"88,300",340%,"108,373","$1,359,820 ","$1,661,116 ",2
Comb,2014,7-Dec,15,-,X-Men: Days of Future Past,"115,145",-,"2,298,954","$2,411,133 ","$52,051,037 ",8
bluray,2014,7-Dec,16,new,The Hundred-Foot Journey,"29,707",,"29,707","$678,516 ","$678,516 ",1
dvd,2014,7-Dec,16,4,The Lego Movie,"73,268",-73%,"2,800,780","$1,384,033 ","$41,335,067 ",25
Comb,2014,7-Dec,16,-,The Giver,"111,224",-,"134,602","$1,905,874 ","$2,283,042 ",2
bluray,2014,7-Dec,17,-,Elf,"29,109",267%,"617,555","$261,686 ","$6,397,972 ",525
dvd,2014,7-Dec,17,-,The Fault in Our Stars,"70,275",-12%,"1,138,653","$908,656 ","$17,506,493 ",12
Comb,2014,7-Dec,17,-,How the Grinch Stole Christmas,"109,537",-,"1,689,122","$1,121,507 ","$20,040,795 ",681
bluray,2014,7-Dec,18,-,Lord of the Rings - The Motion Picture Trilogy,"28,510",-72%,"3,005,190","$1,468,826 ","$190,197,995 ",521
dvd,2014,7-Dec,18,25,The Hobbit: The Desolation of Smaug,"69,728",-45%,"1,961,931","$696,583 ","$31,101,367 ",35
Comb,2014,7-Dec,18,-,The Lego Movie,"107,787",-,"4,451,166","$2,466,544 ","$99,121,731 ",25
bluray,2014,7-Dec,19,-,Harry Potter: The Complete Collection Years 1-7,"27,988",-56%,"850,453","$1,538,502 ","$54,174,419 ",161
dvd,2014,7-Dec,19,3,Planes: Fire and Rescue,"68,053",-76%,"668,955","$1,359,018 ","$11,138,534 ",5
Comb,2014,7-Dec,19,-,Dawn of the Planet of the Apes/Rise of the Planet of the Apes 2-Pack,"102,038",-,"102,038","$2,546,875 ","$2,546,875 ",1
bluray,2014,7-Dec,20,-,The Polar Express,"27,612",242%,"771,364","$529,040 ","$23,367,106 ",467
dvd,2014,7-Dec,20,20,X-Men: Days of Future Past,"61,851",-58%,"1,138,532","$774,993 ","$16,925,769 ",8
Comb,2014,7-Dec,20,-,Planes: Fire and Rescue,"100,510",-,"1,110,981","$2,169,479 ","$19,969,175 ",5
dvd,2014,7-Dec,21,24,Mr. Peabody & Sherman,"58,546",-54%,"844,965","$1,050,315 ","$12,854,655 ",8
Comb,2014,7-Dec,21,-,Transformers: Age of Extinction,"86,363",-,"3,323,450","$1,365,219 ","$54,036,810 ",10
dvd,2014,7-Dec,22,-,Hercules,"56,926",-47%,"483,644","$740,038 ","$7,622,259 ",5
Comb,2014,7-Dec,22,-,The Hunger Games: Catching Fire,"85,688",-,"6,085,528","$1,194,081 ","$109,724,530 ",40
dvd,2014,7-Dec,23,17,The Hunger Games: Catching Fire,"55,048",-64%,"3,273,241","$787,186 ","$53,550,037 ",40
Comb,2014,7-Dec,23,-,The Fault in Our Stars,"80,456",-,"1,715,650","$1,213,977 ","$31,651,888 ",12
dvd,2014,7-Dec,24,-,Rio 2,"54,222",-42%,"1,522,059","$749,348 ","$24,307,633 ",21
Comb,2014,7-Dec,24,-,Gravity,"78,009",-,"2,904,968","$1,022,682 ","$51,894,744 ",41
dvd,2014,7-Dec,25,-,Barbie and the Secret Door,"52,113",13%,"319,726","$739,483 ","$4,418,764 ",12
Comb,2014,7-Dec,25,-,Hercules,"76,352",-,"898,628","$992,574 ","$14,927,864 ",5
dvd,2014,7-Dec,26,-,Heaven is for Real,"50,760",44%,"1,338,217","$760,892 ","$22,661,877 ",20
Comb,2014,7-Dec,26,-,Mr. Peabody & Sherman,"71,630",-,"1,272,024","$1,260,965 ","$20,861,394 ",8
dvd,2014,7-Dec,27,23,Lone Survivor,"50,625",-63%,"1,400,757","$611,550 ","$21,684,202 ",27
Comb,2014,7-Dec,27,-,If I Stay,"67,760",-,"406,016","$1,337,066 ","$6,760,300 ",3
dvd,2014,7-Dec,28,-,Tammy,"50,068",-34%,"491,140","$750,519 ","$7,362,189 ",4
Comb,2014,7-Dec,28,-,Tammy,"63,716",-,"653,713","$955,101 ","$10,645,708 ",4
dvd,2014,7-Dec,29,28,Despicable Me,"49,812",-57%,"13,360,235","$625,639 ","$183,676,307 ",208
Comb,2014,7-Dec,29,-,The Hobbit: An Unexpected Journey,"63,164",-,"7,159,875","$652,451 ","$112,021,121 ",90
dvd,2014,7-Dec,30,-,If I Stay,"49,750",-52%,"315,628","$977,588 ","$4,956,164 ",3
Comb,2014,7-Dec,30,-,Godzilla,"61,533",-,"1,770,465","$1,361,856 ","$34,024,534 ",12
bluray,2014,14-Dec,1,new,Guardians of the Galaxy,"2,264,583",,"2,264,583","$45,269,014 ","$45,269,014 ",1
dvd,2014,14-Dec,1,new,Guardians of the Galaxy,"1,207,701",,"1,207,701","$14,637,336 ","$14,637,336 ",1
Comb,2014,14-Dec,1,-,Guardians of the Galaxy,"3,472,284",-,"3,472,284","$59,906,350 ","$59,906,350 ",1
bluray,2014,14-Dec,2,1,Dawn of the Planet of the Apes,"156,754",-63%,"584,444","$3,088,062 ","$10,872,020 ",2
dvd,2014,14-Dec,2,2,Frozen,"274,655",-28%,"10,113,898","$5,482,114 ","$167,106,690 ",39
Comb,2014,14-Dec,2,-,Dawn of the Planet of the Apes,"355,687",-,"1,458,972","$6,042,217 ","$23,953,344 ",2
bluray,2014,14-Dec,3,new,Dolphin Tale 2,"86,077",,"86,077","$1,774,904 ","$1,774,904 ",1
dvd,2014,14-Dec,3,new,Dolphin Tale 2,"244,958",,"244,958","$3,671,920 ","$3,671,920 ",1
Comb,2014,14-Dec,3,-,Dolphin Tale 2,"331,035",-,"331,035","$5,446,824 ","$5,446,824 ",1
bluray,2014,14-Dec,4,new,When the Game Stands Tall,"61,868",,"61,868","$1,302,330 ","$1,302,330 ",1
dvd,2014,14-Dec,4,1,Dawn of the Planet of the Apes,"198,933",-71%,"874,528","$2,954,155 ","$13,081,324 ",2
Comb,2014,14-Dec,4,-,Frozen,"314,625",-,"17,050,693","$6,504,144 ","$312,562,619 ",39
bluray,2014,14-Dec,5,5,Maleficent,"57,271",-4%,"1,516,154","$1,368,784 ","$31,231,965 ",6
dvd,2014,14-Dec,5,5,How to Train Your Dragon 2,"165,986",-15%,"1,544,904","$1,852,404 ","$23,569,498 ",5
Comb,2014,14-Dec,5,-,How to Train Your Dragon 2,"217,007",-,"3,034,798","$2,712,109 ","$52,218,287 ",5
bluray,2014,14-Dec,6,4,How to Train Your Dragon 2,"51,021",-28%,"1,489,894","$859,705 ","$28,648,789 ",5
dvd,2014,14-Dec,6,6,Elf,"153,704",-14%,"5,537,845","$1,228,925 ","$44,286,308 ",526
Comb,2014,14-Dec,6,-,Elf,"191,590",-,"6,193,286","$1,569,524 ","$51,024,879 ",526
bluray,2014,14-Dec,7,3,The Expendables 3,"46,628",-47%,"288,403","$957,734 ","$5,821,237 ",3
dvd,2014,14-Dec,7,7,National Lampoon's Christmas Vacation,"128,427",-17%,"7,545,539","$1,161,070 ","$81,787,288 ",891
Comb,2014,14-Dec,7,-,When the Game Stands Tall,"182,795",-,"182,795","$3,366,554 ","$3,366,554 ",1
bluray,2014,14-Dec,8,11,22 Jump Street,"44,205",15%,"318,131","$790,379 ","$6,773,847 ",4
dvd,2014,14-Dec,8,new,When the Game Stands Tall,"120,927",,"120,927","$2,064,224 ","$2,064,224 ",1
Comb,2014,14-Dec,8,-,National Lampoon's Christmas Vacation,"160,629",-,"8,275,563","$2,159,343 ","$102,180,919 ",891
bluray,2014,14-Dec,9,9,Frozen,"39,970",-10%,"6,936,795","$1,022,030 ","$145,455,929 ",39
dvd,2014,14-Dec,9,10,A Christmas Story,"107,884",-8%,"4,213,980","$864,172 ","$46,331,702 ",742
Comb,2014,14-Dec,9,-,Maleficent,"157,341",-,"2,977,974","$3,428,225 ","$55,408,353 ",6
bluray,2014,14-Dec,10,17,Elf,"37,886",30%,"655,441","$340,599 ","$6,738,571 ",526
dvd,2014,14-Dec,10,9,The Polar Express,"103,283",-15%,"8,730,426","$825,727 ","$92,466,203 ",468
Comb,2014,14-Dec,10,-,The Polar Express,"136,301",-,"9,534,808","$1,437,874 ","$116,445,456 ",468
bluray,2014,14-Dec,11,7,The Hobbit: The Desolation of Smaug,"37,501",-21%,"2,143,914","$913,536 ","$56,000,396 ",36
dvd,2014,14-Dec,11,8,Maleficent,"100,070",-25%,"1,461,820","$2,059,441 ","$24,176,388 ",6
Comb,2014,14-Dec,11,-,A Christmas Story,"131,028",-,"4,598,701","$1,072,237 ","$51,273,287 ",742
bluray,2014,14-Dec,12,6,X-Men: Days of Future Past,"35,758",-33%,"1,196,180","$1,103,485 ","$36,228,753 ",9
dvd,2014,14-Dec,12,3,Tyler Perry's A Madea Christmas,"84,817",-61%,"571,536","$1,312,119 ","$8,608,037 ",3
Comb,2014,14-Dec,12,-,The Expendables 3,"123,559",-,"807,884","$2,153,242 ","$13,685,747 ",3
bluray,2014,14-Dec,13,20,The Polar Express,"33,018",20%,"804,382","$612,147 ","$23,979,253 ",468
dvd,2014,14-Dec,13,21,Mr. Peabody & Sherman,"77,571",32%,"922,536","$985,152 ","$13,839,806 ",9
Comb,2014,14-Dec,13,-,22 Jump Street,"111,740",-,"845,011","$1,790,572 ","$16,047,500 ",4
bluray,2014,14-Dec,14,21,National Lampoon's Christmas Vacation,"32,202",21%,"730,024","$998,273 ","$20,393,631 ",891
dvd,2014,14-Dec,14,4,The Expendables 3,"76,931",-62%,"519,481","$1,195,508 ","$7,864,510 ",3
Comb,2014,14-Dec,14,-,The Hobbit: The Desolation of Smaug,"109,565",-,"4,177,909","$1,633,455 ","$87,821,682 ",36
bluray,2014,14-Dec,15,8,Transformers: Age of Extinction,"25,884",-43%,"1,917,723","$388,522 ","$33,109,859 ",11
dvd,2014,14-Dec,15,13,How the Grinch Stole Christmas,"74,624",-23%,"1,750,988","$747,046 ","$20,615,736 ",682
Comb,2014,14-Dec,15,-,Mr. Peabody & Sherman,"98,745",-,"1,370,769","$1,326,051 ","$22,187,444 ",9
bluray,2014,14-Dec,16,2,Dawn of the Planet of the Apes/Rise of the Planet of the Apes 2-Pack,"24,050",-76%,"126,088","$600,285 ","$3,147,160 ",2
dvd,2014,14-Dec,16,18,The Hobbit: The Desolation of Smaug,"72,064",3%,"2,033,995","$719,919 ","$31,821,286 ",36
Comb,2014,14-Dec,16,-,Tyler Perry's A Madea Christmas,"95,596",-,"629,454","$1,557,135 ","$9,795,363 ",3
bluray,2014,14-Dec,17,25,A Christmas Story,"23,144",31%,"384,721","$208,065 ","$4,941,585 ",742
dvd,2014,14-Dec,17,12,22 Jump Street,"67,535",-32%,"526,880","$1,000,193 ","$9,273,653 ",4
Comb,2014,14-Dec,17,-,How the Grinch Stole Christmas,"90,816",-,"1,779,938","$965,473 ","$21,006,268 ",682
bluray,2014,14-Dec,18,-,Thor: The Dark World,"21,931",196%,"1,849,560","$503,552 ","$36,833,407 ",42
dvd,2014,14-Dec,18,17,The Fault in Our Stars,"64,346",-8%,"1,202,999","$945,243 ","$18,451,736 ",13
Comb,2014,14-Dec,18,-,The Fault in Our Stars,"82,146",-,"1,797,796","$1,479,054 ","$33,130,942 ",13
