DVD_Bluray_Comb,year,date,rank,previous_rank,name,units_this_week,change,total_unites,spending_this_week,total_spending,weeks
dvd,2010,21-Mar,3,new,Ninja Assassin,"302,647",,"302,647","$5,998,464 ","$5,998,464 ",1
Comb,2010,21-Mar,4,-,2012,"249,672",-,"3,033,042","$4,780,321 ","$56,160,992 ",3
bluray,2010,21-Mar,4,1,Boondock Saints II: All Saints Day,"34,554",-78%,"188,594","$599,509 ","$3,574,021 ",2
dvd,2010,21-Mar,4,4,2012,"219,379",-61%,"2,298,408","$4,056,318 ","$38,981,747 ",3
Comb,2010,21-Mar,5,-,Old Dogs,"217,253",-,"871,696","$3,805,400 ","$15,828,540 ",2
bluray,2010,21-Mar,5,3,The Hurt Locker,"32,132",-56%,"410,692","$767,945 ","$9,693,257 ",10
dvd,2010,21-Mar,5,3,Old Dogs,"204,967",-65%,"788,181","$3,482,389 ","$13,682,802 ",2
Comb,2010,21-Mar,6,-,Boondock Saints II: All Saints Day,"207,175",-,"951,329","$3,675,615 ","$17,266,278 ",2
bluray,2010,21-Mar,6,2,2012,"30,293",-80%,"734,634","$724,003 ","$17,179,245 ",3
dvd,2010,21-Mar,6,1,"Precious: Based on the Novel ""Push"" by Sapphire","185,752",-74%,"912,046","$3,155,926 ","$15,495,662 ",2
bluray,2010,21-Mar,7,new,Armored,"17,102",,"17,102","$324,764 ","$324,764 ",1
Comb,2010,21-Mar,7,-,"Precious: Based on the Novel ""Push"" by Sapphire","193,865",-,"962,197","$3,351,615 ","$16,702,353 ",2
dvd,2010,21-Mar,7,new,Did You Hear About the Morgans?,"180,948",,"180,948","$3,617,151 ","$3,617,151 ",1
Comb,2010,21-Mar,8,-,Astro Boy,"192,073",-,"192,073","$3,455,624 ","$3,455,624 ",1
bluray,2010,21-Mar,8,new,The Fourth Kind,"16,898",,"16,898","$320,884 ","$320,884 ",1
dvd,2010,21-Mar,8,new,Astro Boy,"178,386",,"178,386","$3,298,357 ","$3,298,357 ",1
Comb,2010,21-Mar,9,-,Did You Hear About the Morgans?,"189,878",-,"189,878","$3,805,848 ","$3,805,848 ",1
bluray,2010,21-Mar,9,new,Astro Boy,"13,687",,"13,687","$157,267 ","$157,267 ",1
dvd,2010,21-Mar,9,2,Boondock Saints II: All Saints Day,"172,621",-71%,"762,735","$3,076,106 ","$13,692,257 ",2
Comb,2010,21-Mar,10,-,Planet 51,"181,355",-,"641,929","$3,098,754 ","$10,991,356 ",2
bluray,2010,21-Mar,10,4,Old Dogs,"12,286",-83%,"83,515","$323,011 ","$2,145,738 ",2
dvd,2010,21-Mar,10,6,Planet 51,"169,098",-59%,"582,505","$2,872,975 ","$9,896,760 ",2
Comb,2010,21-Mar,11,-,The Hurt Locker,"174,520",-,"1,731,596","$3,329,505 ","$33,568,758 ",10
bluray,2010,21-Mar,11,6,Planet 51,"12,257",-74%,"59,424","$225,779 ","$1,094,596 ",2
dvd,2010,21-Mar,11,7,Barbie in a Mermaid Tale,"161,412",-54%,"511,486","$2,419,566 ","$7,667,175 ",2
Comb,2010,21-Mar,12,-,Up in the Air,"165,863",-,"759,900","$2,892,015 ","$13,470,803 ",2
bluray,2010,21-Mar,12,5,Up in the Air,"11,177",-81%,"68,773","$263,900 ","$1,728,555 ",2
dvd,2010,21-Mar,12,5,Up in the Air,"154,686",-71%,"691,127","$2,628,115 ","$11,742,248 ",2
Comb,2010,21-Mar,13,-,Barbie in a Mermaid Tale,"161,412",-,"511,486","$2,419,566 ","$7,667,175 ",2
bluray,2010,21-Mar,13,8,Where the Wild Things Are,"10,798",-68%,"213,560","$253,647 ","$4,960,914 ",3
dvd,2010,21-Mar,13,8,The Hurt Locker,"142,388",-53%,"1,320,904","$2,561,560 ","$23,875,501 ",10
Comb,2010,21-Mar,14,-,Armored,"131,115",-,"131,115","$2,261,845 ","$2,261,845 ",1
bluray,2010,21-Mar,14,9,Boondock Saints,"9,835",-44%,"170,454","$133,756 ","$2,348,261 ",409
dvd,2010,21-Mar,14,new,Armored,"114,013",,"114,013","$1,937,081 ","$1,937,081 ",1
Comb,2010,21-Mar,15,-,The Fourth Kind,"122,264",-,"122,264","$2,452,438 ","$2,452,438 ",1
bluray,2010,21-Mar,15,-,Twilight,"9,689",473%,"199,988","$871,921 ","$14,921,695 ",53
dvd,2010,21-Mar,15,9,Where the Wild Things Are,"110,810",-54%,"1,157,006","$1,882,662 ","$21,316,118 ",3
Comb,2010,21-Mar,16,-,Where the Wild Things Are,"121,608",-,"1,370,566","$2,136,309 ","$26,277,032 ",3
bluray,2010,21-Mar,16,12,Up,"9,426",-41%,"2,098,504","$416,837 ","$70,901,438 ",19
dvd,2010,21-Mar,16,new,The Fourth Kind,"105,366",,"105,366","$2,131,554 ","$2,131,554 ",1
bluray,2010,21-Mar,17,new,Did You Hear About the Morgans?,"8,930",,"8,930","$188,697 ","$188,697 ",1
Comb,2010,21-Mar,17,-,Twilight,"100,710",-,"10,564,666","$2,519,246 ","$203,488,330 ",53
dvd,2010,21-Mar,17,new,Twilight in Folks: Saga of the Real Town,"92,556",,"92,556","$1,202,302 ","$1,202,302 ",1
bluray,2010,21-Mar,18,7,"Precious: Based on the Novel ""Push"" by Sapphire","8,113",-81%,"50,151","$195,689 ","$1,206,691 ",2
Comb,2010,21-Mar,18,-,Twilight in Folks: Saga of the Real Town,"92,556",-,"92,556","$1,202,302 ","$1,202,302 ",1
dvd,2010,21-Mar,18,-,Twilight,"91,021",3635%,"10,364,678","$1,647,325 ","$188,566,635 ",53
Comb,2010,21-Mar,19,-,Up,"70,916",-,"12,155,022","$1,575,056 ","$240,526,519 ",19
bluray,2010,21-Mar,19,11,Law Abiding Citizen,"8,026",-51%,"477,852","$144,702 ","$8,459,957 ",5
dvd,2010,21-Mar,19,-,"Food, Inc.","65,974",992%,"251,892","$659,080 ","$2,733,319 ",20
Comb,2010,21-Mar,20,-,"Food, Inc.","66,129",-,"254,793","$661,327 ","$2,775,377 ",20
bluray,2010,21-Mar,20,-,Gone in 60 Seconds,"7,789",-17%,"24,258","$112,167 ","$349,332 ",485
dvd,2010,21-Mar,20,-,Jillian Michaels: 30 Day Shred,"62,131",344%,"557,188","$558,558 ","$5,009,120 ",105
Comb,2010,21-Mar,21,-,Law Abiding Citizen,"64,712",-,"1,914,259","$966,082 ","$24,536,544 ",5
dvd,2010,21-Mar,21,11,Up,"61,490",-41%,"10,056,518","$1,158,219 ","$169,625,081 ",19
Comb,2010,21-Mar,22,-,Jillian Michaels: 30 Day Shred,"62,131",-,"557,188","$558,558 ","$5,009,120 ",105
dvd,2010,21-Mar,22,new,South Park: The Complete Thirteenth Season,"57,327",,"57,327","$1,031,313 ","$1,031,313 ",1
Comb,2010,21-Mar,23,-,Ponyo,"60,982",-,"461,629","$1,145,078 ","$9,278,453 ",3
dvd,2010,21-Mar,23,12,Law Abiding Citizen,"56,686",-42%,"1,436,407","$821,380 ","$16,076,587 ",5
Comb,2010,21-Mar,24,-,South Park: The Complete Thirteenth Season,"57,327",-,"57,327","$1,031,313 ","$1,031,313 ",1
dvd,2010,21-Mar,24,10,Ponyo,"54,124",-50%,"373,312","$973,691 ","$7,071,411 ",3
Comb,2010,21-Mar,25,-,Michael Jackson's This Is It,"53,265",-,"3,066,634","$872,383 ","$52,368,724 ",8
dvd,2010,21-Mar,25,15,Couples Retreat,"48,039",-31%,"1,955,386","$832,035 ","$31,330,514 ",6
Comb,2010,21-Mar,26,-,Couples Retreat,"50,981",-,"2,261,857","$896,554 ","$37,943,499 ",6
dvd,2010,21-Mar,26,-,Michael Jackson's This Is It,"46,438",166%,"2,613,982","$796,876 ","$41,851,905 ",8
Comb,2010,21-Mar,27,-,Zombieland,"49,774",-,"2,012,416","$1,035,048 ","$36,574,692 ",7
dvd,2010,21-Mar,27,-,Hachi: A Dog's Tale,"46,118",,"46,118","$852,722 ","$852,722 ",2
Comb,2010,21-Mar,28,-,Boondock Saints,"47,306",-,"525,153","$545,562 ","$6,920,782 ",409
dvd,2010,21-Mar,28,17,Zombieland,"42,595",-36%,"1,542,578","$851,474 ","$25,313,274 ",7
Comb,2010,21-Mar,29,-,The Hangover,"46,944",-,"11,372,815","$604,526 ","$204,408,066 ",14
dvd,2010,21-Mar,29,19,The Hangover,"41,954",-31%,"8,657,197","$504,916 ","$157,548,850 ",14
Comb,2010,21-Mar,30,-,Hachi: A Dog's Tale,"46,118",-,"46,118","$852,722 ","$852,722 ",2
dvd,2010,21-Mar,30,new,Monk - Season Eight,"40,673",,"40,673","$1,463,821 ","$1,463,821 ",1
dvd,2010,28-Mar,1,new,The Blind Side,"2,725,333",,"2,725,333","$44,695,461 ","$44,695,461 ",1
bluray,2010,28-Mar,1,-,Toy Story,"205,202",,"205,202","$5,538,402 ","$5,538,402 ",700
Comb,2010,28-Mar,1,-,The Blind Side,"2,921,958",-,"2,921,958","$49,333,834 ","$49,333,834 ",1
dvd,2010,28-Mar,2,1,The Twilight Saga: New Moon,"2,325,255",-27%,"5,527,868","$54,736,503 ","$130,126,013 ",2
bluray,2010,28-Mar,2,new,The Blind Side,"196,625",,"196,625","$4,638,373 ","$4,638,373 ",1
Comb,2010,28-Mar,2,-,The Twilight Saga: New Moon,"2,506,551",-,"6,001,004","$58,469,387 ","$140,010,884 ",2
dvd,2010,28-Mar,3,2,The Princess and the Frog,"476,116",-77%,"2,517,141","$7,884,481 ","$41,520,573 ",2
bluray,2010,28-Mar,3,-,Toy Story 2,"187,760",,"187,760","$5,067,638 ","$5,067,638 ",471
Comb,2010,28-Mar,3,-,The Princess and the Frog,"508,784",-,"2,723,162","$8,779,262 ","$47,199,896 ",2
dvd,2010,28-Mar,4,5,Old Dogs,"189,038",-8%,"977,219","$3,211,756 ","$16,894,558 ",3
bluray,2010,28-Mar,4,1,The Twilight Saga: New Moon,"181,296",-38%,"473,136","$3,732,884 ","$9,884,871 ",2
Comb,2010,28-Mar,4,-,The Men Who Stare at Goats,"206,498",-,"206,498","$3,734,957 ","$3,734,957 ",1
dvd,2010,28-Mar,5,new,The Men Who Stare at Goats,"187,230",,"187,230","$3,407,586 ","$3,407,586 ",1
Comb,2010,28-Mar,5,-,Toy Story,"205,202",-,"205,202","$5,538,402 ","$5,538,402 ",700
bluray,2010,28-Mar,5,2,The Princess and the Frog,"32,668",-81%,"206,021","$894,781 ","$5,679,323 ",2
dvd,2010,28-Mar,6,new,Brothers,"183,142",,"183,142","$3,111,583 ","$3,111,583 ",1
Comb,2010,28-Mar,6,-,Brothers,"198,368",-,"198,368","$3,432,242 ","$3,432,242 ",1
bluray,2010,28-Mar,6,3,Ninja Assassin,"21,792",-78%,"123,148","$573,577 ","$3,241,268 ",2
dvd,2010,28-Mar,7,new,Fantastic Mr. Fox,"138,447",,"138,447","$2,490,662 ","$2,490,662 ",1
bluray,2010,28-Mar,7,6,2012,"19,699",-35%,"754,333","$480,468 ","$17,659,713 ",4
Comb,2010,28-Mar,7,-,Toy Story 2,"197,635",-,"1,182,176","$5,298,151 ","$23,607,198 ",471
dvd,2010,28-Mar,8,3,Ninja Assassin,"133,541",-56%,"436,188","$2,646,783 ","$8,645,246 ",2
bluray,2010,28-Mar,8,new,The Men Who Stare at Goats,"19,268",,"19,268","$327,371 ","$327,371 ",1
Comb,2010,28-Mar,8,-,Old Dogs,"195,775",-,"1,067,470","$3,398,553 ","$19,227,093 ",3
dvd,2010,28-Mar,9,18,Twilight,"103,892",14%,"10,468,570","$1,875,957 ","$190,442,592 ",54
bluray,2010,28-Mar,9,new,Fantastic Mr. Fox,"19,145",,"19,145","$200,835 ","$200,835 ",1
Comb,2010,28-Mar,9,-,Fantastic Mr. Fox,"157,592",-,"157,592","$2,691,497 ","$2,691,497 ",1
dvd,2010,28-Mar,10,new,Mad Men: Season Three,"97,567",,"97,567","$3,364,110 ","$3,364,110 ",1
bluray,2010,28-Mar,10,new,Brothers,"15,226",,"15,226","$320,659 ","$320,659 ",1
Comb,2010,28-Mar,10,-,Ninja Assassin,"155,333",-,"559,336","$3,220,360 ","$11,886,514 ",2
dvd,2010,28-Mar,11,6,"Precious: Based on the Novel ""Push"" by Sapphire","93,979",-49%,"1,006,025","$1,596,703 ","$17,092,365 ",3
Comb,2010,28-Mar,11,-,Twilight,"109,966",-,"10,674,632","$2,422,554 ","$205,910,884 ",54
bluray,2010,28-Mar,11,5,The Hurt Locker,"12,887",-60%,"423,579","$314,306 ","$10,007,563 ",11
dvd,2010,28-Mar,12,-,Alvin and the Chipmunks,"87,129",253%,"8,126,467","$913,983 ","$134,662,267 ",104
Comb,2010,28-Mar,12,-,Mad Men: Season Three,"108,463",-,"108,463","$3,730,114 ","$3,730,114 ",1
bluray,2010,28-Mar,12,4,Boondock Saints II: All Saints Day,"11,738",-66%,"200,332","$180,641 ","$3,754,662 ",3
dvd,2010,28-Mar,13,7,Did You Hear About the Morgans?,"84,485",-53%,"265,433","$1,688,855 ","$5,306,006 ",2
Comb,2010,28-Mar,13,-,2012,"103,912",-,"3,136,954","$2,079,673 ","$58,240,665 ",4
bluray,2010,28-Mar,13,new,Mad Men: Season Three,"10,896",,"10,896","$366,004 ","$366,004 ",1
dvd,2010,28-Mar,14,4,2012,"84,213",-62%,"2,382,621","$1,599,205 ","$40,580,952 ",4
bluray,2010,28-Mar,14,16,Up,"10,465",11%,"2,108,969","$461,101 ","$71,362,539 ",20
Comb,2010,28-Mar,14,-,"Precious: Based on the Novel ""Push"" by Sapphire","100,055",-,"1,062,252","$1,743,258 ","$18,445,611 ",3
dvd,2010,28-Mar,15,12,Up in the Air,"83,940",-46%,"775,067","$1,426,141 ","$13,168,388 ",3
bluray,2010,28-Mar,15,20,Zombieland,"8,598",20%,"478,436","$229,480 ","$11,490,898 ",8
Comb,2010,28-Mar,15,-,Alvin and the Chipmunks,"90,946",-,"8,130,284","$965,471 ","$134,713,755 ",104
dvd,2010,28-Mar,16,11,Barbie in a Mermaid Tale,"79,580",-51%,"591,066","$1,211,208 ","$8,878,383 ",3
bluray,2010,28-Mar,16,-,The African Queen,"8,413",,"8,413","$195,272 ","$195,272 ",657
Comb,2010,28-Mar,16,-,The Hurt Locker,"90,818",-,"1,822,414","$1,716,285 ","$35,285,043 ",11
dvd,2010,28-Mar,17,9,Boondock Saints II: All Saints Day,"78,762",-54%,"841,497","$1,338,166 ","$15,030,423 ",3
bluray,2010,28-Mar,17,-,The Wizard of Oz,"7,695",305%,"287,550","$164,982 ","$3,594,432 ",679
Comb,2010,28-Mar,17,-,Boondock Saints II: All Saints Day,"90,500",-,"1,041,829","$1,518,807 ","$18,785,085 ",3
dvd,2010,28-Mar,18,13,The Hurt Locker,"77,931",-45%,"1,398,835","$1,401,979 ","$25,277,480 ",11
bluray,2010,28-Mar,18,-,Quantum of Solace,"7,063",n/c,"179,893","$227,135 ","$3,217,939 ",53
Comb,2010,28-Mar,18,-,Up in the Air,"89,706",-,"849,606","$1,551,786 ","$15,022,588 ",3
dvd,2010,28-Mar,19,10,Planet 51,"74,674",-56%,"657,179","$1,268,711 ","$11,165,471 ",3
bluray,2010,28-Mar,19,-,District 9,"6,832",138%,"1,103,755","$103,640 ","$20,079,978 ",14
Comb,2010,28-Mar,19,-,Did You Hear About the Morgans?,"88,179",-,"278,057","$1,766,606 ","$5,572,454 ",2
dvd,2010,28-Mar,20,8,Astro Boy,"73,039",-59%,"251,425","$1,350,491 ","$4,648,848 ",2
Comb,2010,28-Mar,20,-,Planet 51,"80,994",-,"722,923","$1,385,129 ","$12,376,485 ",3
bluray,2010,28-Mar,20,-,Michael Jackson's This Is It,"6,827",n/c,"459,479","$75,507 ","$10,592,326 ",9
dvd,2010,28-Mar,21,15,Where the Wild Things Are,"68,678",-38%,"1,225,684","$1,166,839 ","$22,482,958 ",4
Comb,2010,28-Mar,21,-,Barbie in a Mermaid Tale,"79,580",-,"591,066","$1,211,208 ","$8,878,383 ",3
dvd,2010,28-Mar,22,17,Twilight in Folks: Saga of the Real Town,"48,511",-48%,"141,067","$630,158 ","$1,832,460 ",2
Comb,2010,28-Mar,22,-,Astro Boy,"76,938",-,"269,011","$1,395,289 ","$4,850,913 ",2
dvd,2010,28-Mar,23,24,Ponyo,"46,720",-14%,"420,032","$840,493 ","$7,911,904 ",4
Comb,2010,28-Mar,23,-,Where the Wild Things Are,"73,746",-,"1,444,312","$1,285,898 ","$27,562,931 ",4
dvd,2010,28-Mar,24,23,Law Abiding Citizen,"46,178",-19%,"1,482,585","$678,817 ","$16,755,403 ",6
Comb,2010,28-Mar,24,-,Up,"53,525",-,"12,208,547","$1,231,393 ","$241,757,912 ",20
dvd,2010,28-Mar,25,-,Free Willy,"44,675",93%,"298,001","$574,074 ","$2,459,427 ",645
Comb,2010,28-Mar,25,-,Law Abiding Citizen,"49,664",-,"1,963,923","$738,534 ","$25,275,077 ",6
dvd,2010,28-Mar,26,21,Up,"43,060",-30%,"10,099,578","$770,292 ","$170,395,373 ",20
Comb,2010,28-Mar,26,-,Ponyo,"48,805",-,"510,434","$892,596 ","$10,171,049 ",4
dvd,2010,28-Mar,27,25,Couples Retreat,"41,730",-13%,"1,997,116","$714,835 ","$32,045,349 ",7
Comb,2010,28-Mar,27,-,Twilight in Folks: Saga of the Real Town,"48,511",-,"141,067","$630,158 ","$1,832,460 ",2
dvd,2010,28-Mar,28,14,Armored,"38,700",-66%,"152,713","$657,513 ","$2,594,594 ",2
Comb,2010,28-Mar,28,-,Zombieland,"46,208",-,"2,058,624","$981,304 ","$37,555,996 ",8
dvd,2010,28-Mar,29,-,The Adventures of Milo and Otis,"38,365",9%,"248,355","$287,354 ","$1,685,820 ",552
Comb,2010,28-Mar,29,-,Free Willy,"44,675",-,"298,001","$574,074 ","$2,459,427 ",645
dvd,2010,28-Mar,30,28,Zombieland,"37,610",-12%,"1,580,188","$751,824 ","$26,065,098 ",8
Comb,2010,28-Mar,30,-,Couples Retreat,"43,994",-,"2,305,851","$764,485 ","$38,707,984 ",7
bluray,2010,4-Apr,1,new,Sherlock Holmes,"432,313",,"432,313","$10,072,893 ","$10,072,893 ",1
Comb,2010,4-Apr,1,-,Alvin and the Chipmunks: The Squeakquel,"2,725,158",-,"2,725,158","$47,592,072 ","$47,592,072 ",1
dvd,2010,4-Apr,1,new,Alvin and the Chipmunks: The Squeakquel,"2,538,572",,"2,538,572","$43,302,453 ","$43,302,453 ",1
bluray,2010,4-Apr,2,new,Alvin and the Chipmunks: The Squeakquel,"186,586",,"186,586","$4,289,619 ","$4,289,619 ",1
Comb,2010,4-Apr,2,-,Sherlock Holmes,"1,557,408",-,"1,557,408","$29,188,257 ","$29,188,257 ",1
dvd,2010,4-Apr,2,new,Sherlock Holmes,"1,125,095",,"1,125,095","$19,115,364 ","$19,115,364 ",1
bluray,2010,4-Apr,3,2,The Blind Side,"116,811",-41%,"313,436","$2,699,502 ","$7,337,875 ",2
Comb,2010,4-Apr,3,-,The Princess and the Frog,"890,952",-,"3,614,114","$13,036,588 ","$60,236,484 ",3
dvd,2010,4-Apr,3,3,The Princess and the Frog,"847,375",78%,"3,364,516","$11,854,776 ","$53,375,349 ",3
bluray,2010,4-Apr,4,4,The Twilight Saga: New Moon,"68,565",-62%,"541,701","$1,378,839 ","$11,263,710 ",3
Comb,2010,4-Apr,4,-,The Blind Side,"890,314",-,"3,812,272","$15,067,815 ","$64,401,649 ",2
dvd,2010,4-Apr,4,1,The Blind Side,"773,503",-72%,"3,498,836","$12,368,313 ","$57,063,774 ",2
bluray,2010,4-Apr,5,1,Toy Story,"56,028",-73%,"261,230","$1,553,650 ","$7,092,052 ",701
Comb,2010,4-Apr,5,-,The Twilight Saga: New Moon,"594,557",-,"6,595,561","$10,578,439 ","$150,589,323 ",3
dvd,2010,4-Apr,5,2,The Twilight Saga: New Moon,"525,992",-77%,"6,053,860","$9,199,600 ","$139,325,613 ",3
bluray,2010,4-Apr,6,3,Toy Story 2,"46,949",-75%,"234,709","$1,301,901 ","$6,369,539 ",472
dvd,2010,4-Apr,6,-,Alice in Wonderland,"418,864",,"418,864","$7,535,363 ","$7,535,363 ",627
Comb,2010,4-Apr,6,-,Alice in Wonderland,"418,864",-,"418,864","$7,535,363 ","$7,535,363 ",627
bluray,2010,4-Apr,7,-,"Passion of the Christ, The (Two-Disc Definitive Edition)","45,436",,"45,436","$590,215 ","$590,215 ",166
dvd,2010,4-Apr,7,12,Alvin and the Chipmunks,"289,308",232%,"8,415,775","$2,311,571 ","$136,973,838 ",105
Comb,2010,4-Apr,7,-,Alvin and the Chipmunks,"302,710",-,"8,432,994","$2,492,360 ","$137,206,115 ",105
bluray,2010,4-Apr,8,5,The Princess and the Frog,"43,577",33%,"249,598","$1,181,812 ","$6,861,135 ",3
Comb,2010,4-Apr,8,-,Up,"173,606",-,"12,382,153","$3,144,163 ","$244,902,075 ",21
dvd,2010,4-Apr,8,26,Up,"163,230",279%,"10,262,808","$2,686,292 ","$173,081,665 ",21
bluray,2010,4-Apr,9,-,Pandorum,"22,956",243%,"95,711","$240,347 ","$1,434,770 ",11
Comb,2010,4-Apr,9,-,Curious George 2: Follow That Monkey,"160,184",-,"379,264","$1,119,686 ","$4,298,186 ",5
dvd,2010,4-Apr,9,-,Curious George 2: Follow That Monkey,"160,184",576%,"379,264","$1,119,686 ","$4,298,186 ",5
bluray,2010,4-Apr,10,11,The Hurt Locker,"19,886",54%,"443,465","$494,575 ","$10,502,138 ",12
Comb,2010,4-Apr,10,-,Ice Age: Dawn of the Dinosaurs,"146,465",-,"5,797,375","$1,325,327 ","$97,857,938 ",23
dvd,2010,4-Apr,10,-,Ice Age: Dawn of the Dinosaurs,"135,052",4546%,"5,281,281","$1,146,713 ","$86,847,284 ",23
bluray,2010,4-Apr,11,6,Ninja Assassin,"19,757",-9%,"142,905","$400,073 ","$3,641,341 ",3
Comb,2010,4-Apr,11,-,Monsters vs. Aliens,"131,774",-,"5,822,087","$985,362 ","$104,258,840 ",27
dvd,2010,4-Apr,11,-,Monsters vs. Aliens,"130,736",2982%,"5,207,060","$948,934 ","$83,268,845 ",27
bluray,2010,4-Apr,12,-,Madagascar: Escape 2 Africa,"17,725",3289%,"32,699","$300,613 ","$588,639 ",61
dvd,2010,4-Apr,12,-,Marley and Me,"122,613",17878%,"3,801,632","$1,057,157 ","$64,246,309 ",53
Comb,2010,4-Apr,12,-,Marley and Me,"124,602",-,"3,803,621","$1,089,691 ","$64,278,843 ",53
bluray,2010,4-Apr,13,-,Super Troopers,"15,736",,"15,736","$204,413 ","$204,413 ",400
dvd,2010,4-Apr,13,-,Coraline,"120,328",6962%,"2,637,499","$961,421 ","$45,346,238 ",37
Comb,2010,4-Apr,13,-,Coraline,"122,273",-,"3,237,446","$991,555 ","$59,456,291 ",37
bluray,2010,4-Apr,14,12,Boondock Saints II: All Saints Day,"15,088",29%,"215,419","$203,383 ","$3,958,045 ",4
dvd,2010,4-Apr,14,-,Snow White and the Seven Dwarfs,"106,874",1066%,"1,453,663","$1,685,243 ","$24,405,992 ",443
Comb,2010,4-Apr,14,-,Snow White and the Seven Dwarfs,"111,327",-,"3,349,785","$1,774,255 ","$76,239,540 ",443
bluray,2010,4-Apr,15,-,Hellboy 2: The Golden Army,"15,044",,"15,044","$753,127 ","$753,127 ",73
dvd,2010,4-Apr,15,23,Ponyo,"96,466",106%,"516,498","$1,349,559 ","$9,261,463 ",5
Comb,2010,4-Apr,15,-,Toy Story,"107,815",-,"313,017","$2,934,561 ","$8,472,963 ",701
bluray,2010,4-Apr,16,-,Serenity,"15,001",,"15,001","$157,363 ","$157,363 ",224
dvd,2010,4-Apr,16,6,Brothers,"93,927",-49%,"277,069","$1,595,820 ","$4,707,402 ",2
Comb,2010,4-Apr,16,-,Brothers,"105,513",-,"303,881","$1,839,821 ","$5,272,062 ",2
bluray,2010,4-Apr,17,-,Blow,"14,093",11743%,"110,502","$197,167 ","$1,372,898 ",447
Comb,2010,4-Apr,17,-,Ponyo,"101,308",-,"611,742","$1,470,558 ","$11,641,607 ",5
dvd,2010,4-Apr,17,7,Fantastic Mr. Fox,"75,903",-45%,"214,350","$1,365,495 ","$3,856,156 ",2
bluray,2010,4-Apr,18,17,The Wizard of Oz,"14,050",83%,"301,600","$301,236 ","$3,895,668 ",680
dvd,2010,4-Apr,18,-,Horton Hears a Who!,"75,396",7853%,"4,437,616","$677,810 ","$72,948,372 ",69
Comb,2010,4-Apr,18,-,Madagascar: Escape 2 Africa,"90,836",-,"7,902,849","$981,233 ","$109,026,425 ",61
bluray,2010,4-Apr,19,8,The Men Who Stare at Goats,"13,920",-28%,"33,189","$236,509 ","$563,880 ",2
dvd,2010,4-Apr,19,-,Madagascar: Escape 2 Africa,"73,111",6540%,"7,870,150","$680,620 ","$108,437,786 ",61
Comb,2010,4-Apr,19,-,Fantastic Mr. Fox,"89,478",-,"247,070","$1,507,893 ","$4,199,389 ",2
bluray,2010,4-Apr,20,-,Watchmen,"13,661",1222%,"1,409,995","$191,119 ","$28,444,920 ",37
dvd,2010,4-Apr,20,-,The Jungle Book,"71,842",24008%,"4,467,071","$1,184,675 ","$69,307,577 ",131
Comb,2010,4-Apr,20,-,Toy Story 2,"87,058",-,"1,269,234","$2,382,397 ","$25,989,596 ",472
dvd,2010,4-Apr,21,-,Sleeping Beauty,"71,588",23371%,"2,594,006","$1,073,104 ","$38,443,166 ",343
Comb,2010,4-Apr,21,-,2012,"82,763",-,"3,219,717","$1,643,358 ","$59,884,023 ",5
dvd,2010,4-Apr,22,14,2012,"70,572",-16%,"2,453,193","$1,340,162 ","$41,921,114 ",5
Comb,2010,4-Apr,22,-,The Men Who Stare at Goats,"78,907",-,"285,406","$1,419,272 ","$5,154,229 ",2
dvd,2010,4-Apr,23,-,Kung Fu Panda,"68,209",8863%,"8,981,394","$778,926 ","$132,360,253 ",74
Comb,2010,4-Apr,23,-,Horton Hears a Who!,"75,396",-,"4,437,616","$677,810 ","$72,948,372 ",69
dvd,2010,4-Apr,24,-,Barbie and the Three Musketeers,"67,018",4785%,"1,158,519","$568,983 ","$15,847,214 ",29
Comb,2010,4-Apr,24,-,The Jungle Book,"71,842",-,"4,467,071","$1,184,675 ","$69,307,577 ",131
Comb,2010,4-Apr,25,-,Sleeping Beauty,"71,588",-,"2,594,006","$1,073,104 ","$38,443,166 ",343
dvd,2010,4-Apr,25,-,The Penguins of Madagascar Operation: DVD Premier,"66,764",679%,"311,352","$466,680 ","$3,389,405 ",8
dvd,2010,4-Apr,26,5,The Men Who Stare at Goats,"64,987",-65%,"252,217","$1,182,763 ","$4,590,349 ",2
Comb,2010,4-Apr,26,-,The Hurt Locker,"70,531",-,"1,892,945","$1,405,679 ","$36,690,722 ",12
dvd,2010,4-Apr,27,-,G-Force,"63,972",332%,"2,152,393","$1,158,226 ","$43,283,701 ",16
Comb,2010,4-Apr,27,-,Kung Fu Panda,"68,209",-,"8,981,394","$778,926 ","$132,360,253 ",74
dvd,2010,4-Apr,28,16,Barbie in a Mermaid Tale,"61,433",-23%,"652,499","$946,068 ","$9,824,451 ",4
Comb,2010,4-Apr,28,-,Barbie and the Three Musketeers,"67,018",-,"1,158,519","$568,983 ","$15,847,214 ",29
dvd,2010,4-Apr,29,-,Madagascar,"58,641",8056%,"3,001,520","$551,155 ","$45,967,606 ",229
Comb,2010,4-Apr,29,-,The Penguins of Madagascar Operation: DVD Premier,"66,764",-,"311,352","$466,680 ","$3,389,405 ",8
dvd,2010,4-Apr,30,-,The Tale of Despereaux,"52,041",13704%,"1,702,289","$519,890 ","$26,111,330 ",52
Comb,2010,4-Apr,30,-,G-Force,"64,886",-,"2,836,814","$1,175,711 ","$56,928,794 ",16
bluray,2010,11-Apr,1,-,Lord of the Rings - The Motion Picture Trilogy,"122,582",,"122,582","$5,882,710 ","$5,882,710 ",278
